class,tidy_tweet
1,اللهم اغفر ارحمهم احسن نزلهم اسكنهم الفردوس الاعلى الجنة ألهم أسرهم الكرام محبيهم الصبر السلوان لله انا اليه راجعون
1,آنا لله انا اليه راجعون اللهم تغمدهم بواسع رحمتك تجاوز عنهم أسكنهم فسيح جناتك أحسن عزاء أسرتهم جميعا
1,لله إليه راجعون تلقينا ببالغ الأسى الحزن نبأ فاة رئيس محكمة حائل فضيلة الشيخ محمدالعنزي اخيه عبدالعزيز ابن اخيهمافأحسن الله عزاء الجميع عظم أجرذويهم جبرمصابهم اللهم اغفر ارحمهم أكرم نزلهم وسع مدخلهم أسكنهم فسيح جناتك أموات المسلمين لكل كتاب
1,لله إليه راجعون ربي يرحمهم يارب يشفي المصابين يلهم ذويهم الصبر السلوان
0,الخبر ناقص خرجت عليهم ابل فحاولوا يتفادونها فحدث تصادم السيارتين
1,السلام عليكم رحمة الله بركاته عظم الله أجر ذويهما احسن عزائهما اللهم اغفر ارحمهما اعف عنهما أنزلهما منازل الصديقين الشهداء الصالحين والدينا المسلمين اللهم أجر ذويهما مصيبتهم اخلف خيرا لله اليه راجعون اشف مرضاهم
1,الله يرحم مات منهم يعافي يشفي المصابين ياااااااارب
1,الله يرحمه يسكنه فسيح جناته الرجال ذكره طيب معروف عندنا الرجال اهل القران اسال الله ان يكون شفيعا قبره خلوا عنكم الكلام الي ماله داعي الموت حق علينا كلنا قاضي قاضي
1,الله يرحمه يارب انالله اناالية راجعون
1,الله يرحمهم يجعل الجنة دارهم أموات المسلمين جميعا الدنيا ماهي الا لحظات تمر كمرور السحاب يأتيك الأجل بسرعة البرق نسال الله الهداية العفو العافية
1,الله يرحمهم يشفي مصابهم يصبر اهلهم عيالهم انا لله انا اليه راجعون
1,الله يرحمهم يغفر
1,الله يرحمهم يغفر يسكنهم الجنه موتى المسلمين ان يجبر قلوبهم
1,الله يرحمهم يغفر يسكنهم فسيح جناته موتانا نسأل الله الشفاء للمصابين
1,الله يرحمهم يغفر يسكنهم فسيح جناته يشفي المصابين عظم الله اجر أهلهم ذويهم
1,الله يرحمهم يغفر يسكنهم فسيح جناته يلهم أهله ذويه الصبر السلوان انا لله انا اليه راجعون
1,الله يرحمهم يغفر يسكنهم فسيح جناته يلهم أهلهم الصبر السلوان انا لله انا اليه راجعون
1,الله يرحمهم يغفر يسكنهم فسيح جناته يلهم اهلهم الصبر السلوان انا لله انا اليه راجعون
1,الله يرحمهم يغفر يعوضهم الجنه نعيمها موتى المسلمين انا لله انا اليه راجعون
1,الله يرحمهم يغفرلهم
1,الله يرحمهم يغفرلهم يسكنهم فسيح جناته الله امين
1,الله يرحمهم يغفرلهم يصبر أهلهم يارب
1,الله يغفر يرحمه يسكنه فسيح جناته
1,الله يغفر رايحين صل بر خذ امانته ماهم يتقبل برهم الدهم يدخلهم باذن الله العزيز القدير الجنه بلا حساب سابقه عذاب
1,الله يغفر يرحمهم آمين
1,الله يغفر يرحمهم يسكنهم فسيح جناته اللي يتطنزون ترى الدنيا دوارة ادع بالرحمة الثبات السؤال الله يجبر اهاليهم بالصبر السلوان
1,اللهم ارحمهم جميعا اجعل مثواهم الجنه
1,اللهم اغفر ارحمهم اعفي عنهم اجعلها الشهداء اللهم ادخلهم جنات النعيم أشفي المصابين انت الشافي ياكريم
1,اللهم اغفر ارحمهما رحمه اسعه ألهم أهلهم ذويهم الصبر السلوان أربط قلب الديهم
1,اللهم اغفرلهم ارحمهم أسكنهم الفردوس الأعلى الجنة والدينا إخوتنا أحبتنا المسلمين أحسن عزاء أهلهم أولادهم محب يهم الله اإليه راجعون
1,اللهم ارحم الراحمين اكرم الاكرم الاكرمين اكرمهم برحمة اسعة لدنك ياعفو ياغفور اجمعنا والدينا المسلمين المسلمات جنات النعيم عظ الله اجر اهلهم ذويهم جبر مصابهم انا لله انا اليه راجعون
1,انا لله إليه راجعون
1,انا لله انا اليه راجعون الله يرحمهم يغفر يصبر اهلهم والدهم المصيبه فعلا حادث مؤلم مروع ياليت نحذر اخطار الطريق لاتتبدل الافراح الى اتراح احزان التزموا بقواعد السلامة المرورية لانعترض اقدار الله الحذر اجب اعقلها توكل
1,انا لله انا اليه راجعون الله يرحمهم يسكنهم فسيح جناته يلهم اهلهم ذويهم الصبر السلوان
1,انا لله انا اليه راجعون الله يرحمهم يغفرلهم يثبتهم يصبر اهلهم فراقهم يشفى المصابين
1,انا لله انا اليه راجعون الله يرحمهم يغفرلهم يشفي المصابين يصبر قلوب اهاليهم ذويهم
1,انالله انا اليه راجعون الله يرحمهم يغفر يسكنهم فسيح جناته يارب العالمين
1,ربما حسن خاتمة لانهم هدف اضح بر الدين صلة رحم عيد نسأل الله الجنة
1,رحم الله الموتى أسكنهم فسيح جناته ألهم ذويهم الصبر السلوان شفى الله المصابين
1,رحم الله مات منهم نسأل الله الشفاء العاجل للمصابين جبر الله مصاب أهلهم الهمهم الصبر السلوان انا لله انا اليه راجعون
1,رحمة الله عليهم جميعا ربي ينور قبورهم ليوم الدين
1,رحمهم الله
1,رحمهم الله جميعا نعرفهم نعرف اخبارهم أقدار الله تمضي الجميع الحذر الحذر الظلم الجور دعوة المظلوم أسعد الناس خفيف الحمل يظلم اكف تدعوا العزيز الجبار العدل فتكون النتائج مروعة اقصد احد انما مجرد نصيحة
1,رحمهم الله رحمة الأبرار اسكنهم الفردوس الأعلى الجنة عظم الله اجر أهلهم ذويهم الهمهم الصبر نسأله تعالى للمصابين الشفاء العاجل
1,رحمهم الله رحمة اسعة اسكنهم فسيح جناته الهم اهلهم ذويهم الصبر اجزل جميعا الاجر انا لله انا اليه راجعون
1,رحمهم الله اموات المسلمين فاجعة بايام العيد الحادث اخوه المصاب الاب اكبر اللهم اربط قلوب اهلهم ثبتهم اجزل الاجر المثوبة لله انا اليه راجعون
1,الله تتعدد الأسباب الموت احد اللهم أرحمهم ارحم موتي المسلمين المسلمات
1,الله الله جمعهم القدر الله لايفجع مسلم اغلى ماعنده
1,لأحول لاقوة الى بالله العظيم الله يرحمهم يسكنهم جنات النعيم اموات المسلمين يشفي المصابين ان شالله
1,لأحول لاقوه الا بالله الله يرحمهم يغفر يصبر اهاليهم
1,حول قوة الا بالله اللهم تقبلهم قبول حسن
1,حول لاقوة الابالله العلي العظيم أسأل الله يرحمهم يغفر يسكنهم فسيح جناته يلهم أهلهم الصبر السلوان
1,لاحول قوة الا بالله العلي العظيم رحمهم الله غفر الله
1,لاحول لاقوة إلابالله الله يرحم المتوفين يسكنهم جنته يشفي المصابين عاجلا يارب العالمين آمين إنالله إناإليه راجعون
0,الله اعلم ان يقودون السيارات شباب صغير السن عيد فرح ربما حصل منهم طيش بالقياده يحدث عاده مناسبات الفرح الله يرحمهم جميعا لايفجعنا احد يلهم أهلهم الصبر السلوان
1,يارب لطفك الله يرحمهم يتجاوز عنهم
1,ياسبحان القدر ياسبحان الله اما القدر بامر رب العالمين
1,اللهم آمين رب
1,الله يرحمهم يغفر يسكنهم فسيح جناته يلهم اهلهم ذويهم الصبر السلوان انا لله انا اليه راجعون
0,حسبي الله الوكيل للحين تدخل السعوديه مخدرات دمار الله يرحمها
0,المفروض يعاقب الجاني بعقوبة يسعون الارض فسادا
0,معليش ايش دخل المرور
0,طالعين يمشون
1,الله يربط قلبه يكشف ضر شقيقته
1,الله يجبر قلب الام فقدت المفروض اي بزر يمسك السياره ١٨ سنه يمسكون ابوه بقفاه السجن يسحبون منهم سياراتهم الرخصه عشان يتربون
1,الله يرحمهم يغفرلهم يشفي امهم يارب
1,الله يرحمهم الله يشفي أمهم يصبرها
1,الله يرحمهم يغفر يشفي الدتهم
1,الله يشفيها تقوم بالسلامه الله يرحم بناته يسكنهم فسيح جناتهم
0,حسبنا الله فيكم يامن تبلون الخلق انفسكم الله المستعان
1,حسبي الله الوكيل حول قوة الا بالله
0,حسبي الله الوكيل الى تعقلون خلاص اعقلوا هاذي ارواح الحمدلله الي فضلنا كثير خلقه
1,ربنا يرحمهم يشفي يصبر أمهم يربط علي قلبها
0,كنا نعذرهم نقول مافي فعاليات السعودية حرام الملل الحين شو عذرهم الاغبياء الحين
1,حول قوة الا بالله الله يكومها بالسلامة يجبر گلبها يصبرها هالفاجعة
1,حول قوة الا بالله الله يرحمهم يغفر يتغمد روحهم بالجنة يشفي امهم يارب
1,ظلم هاشتاڨات انقذو انقذو أنقذوا ظلم لماذا تتكلم حينها تقول انها ظلم لأطفال آخرين تتكلم العدالة الجهوية كتمت صوتك أطبقت فمك الدعم العالمي تلقاه أولائك الأطفال المذكورين الله يهدي خلق
1,انقذو اللهم شعور الآية فرددناه أمه تقر عينها تحزن
1,اللهم شعور الآية فرددناه أمه تقر عينها تحزن انقذو انقذو
1,بدات الشكوك تراود قلبي يحصل الطفل ارجو ان لايكون افكر صحيح انقذوا انقذوا انقذو
1,بمجرد ان نتخيل ان ريان ابن لواحد منا ندرك سبب تعاطف العالم بمثل المواقف انقذو أنقدوا
1,رب اللهم أخرجه البئر نجيت يونس بطن الحوت جعلت النار بردا سلاما ابراهيم رب انقذو
1,يارب أخرجت يونس بطن الحوت أخرج الملائكة البئر إنك شيء قدير قلوب انقذو
1,البقا براسك
1,صدقي للأسف مات
1,الله يرحمه يربط قلوب اهله
1,الى أرحم الأرحمين
1,لله إليه راجعون
0,اجزت رمضان
1,اسألك بالله
0,اعلام مغربي كذاب ثمثيل المشاهد
1,الله يرحمة يربط علي قلب الدي ريان يجعلة شفيع لاحول قوة الابالله العظيم
1,الله يرحمة يغفر يلهم أهله الصبر السلوان
1,الله يرحمه
1,الله يرحمـه
1,الله يرحمه برحمته يسكنه فسيح جناته يارب العالمين
1,الله يرحمه يغفر
1,الله يرحمه يجعله شفيع لأهله
1,الله يرحمه يصبر اهله اتقهرت كانه قطعة قلبي انا اعرفه الا محنته عزائي لاهله لاهل المغرب للعالم كله
1,الله يرحمه يصبر قلب الدايت عزاءنا
1,الله يرحمه يغفر
1,الله يرحمه يغفر الله يصبر اهله يارب
1,الله يرحمه يغفر حكمة الله ان امه تشوفه حي لدقايق معدودهما ينفع الكلام مين المتسبب مين مين ريان معد بيرجع قدر الله شاء فعل الله يجعله طير طيور الجنه الله أوجع قلوبنا الحزن الله يرحمهعظم الله أجركم يالشعب المغربي العالم العربي
1,الله يرحمه يغفر يسكنه فسيح جناته يجعل قبره روضة رياض الجنة
1,الله يرحمه يغفر يصبر الديه يلهمهم الصبر السلوان الله يجبر قلوبهم فراقه يارررب
1,الله يرحمه يغفرله
1,الله يرحمه يغفرله يجعله شفيع لوالديه
1,الله يرحمه يغفرله يصبر الديه
1,الله يرحمه ياارب
1,الله يرحمه يارب
1,الله يصبر اهله
1,الله يغفرله
1,الله يغفرله يجمعه الديه
1,اللهم اجعله طير طيور الجنة
1,ان شاء الله انه بالجنه شفيع للوالديه
1,انا لله انا اليه راجعون
1,انا لله انا اليه راجعون الله يرحمه يسكنه فسيح جناته الله يصبر اهله
1,انا لله انا اليه راجعون الله يرحمه يصبر الديه
1,انا لله انا اليه راجعون
1,اهخ ياربي لاحول لاقوه الا بالله
1,اوجعت قلوبنا كسرت خاطرنا فقدانك بكل معاني الفقدان
1,ايش
0,تكفوووون احد يكون صادقق
1,جد
1,حسييت يمه قللبي
1,خلاص الكلام ماينفع ربي كاتب يخلق لاتلومون كلهم ماقصرو الحمدلله حال ادعو أهله بصبر الثبات
1,رحمة الله
1,رحمك الله ياريان
0,قايلكم
1,مؤلمة الله
1,
1,إله الله الله يرحمه
1,إله الا الله
1,اله الا الله
1,اله الا الله ماامدانه نفرح
1,اله الا الله محمد رسول الله
1,اله الا الله يارب انك ترحمه أخخ ربي امداني استانست
1,حول لله لاقوة
1,حول قوة الا بالله
1,حول قوه الا بالله
1,حول لاقوة الابالله
1,توني مبشر امي انه ياقي حي
1,لاااااا
1,لاااااااااااااااا
1,لاحول قوة الا بالله
1,لاحول قوة الا بالله الله يربط قلوب الديه يجعله شفيع
1,لاحول قوه الا بالله
1,لاحول لاقوة الا بالله
1,لحول قوة الا بالله الله يرحمه يغفر
1,ملاك فى السما
1,ياحبيبي الله يرحمو
1,ياربي الله يصبر امه ابوه اما حظه طير طيور الجنه ان شاءالله ارتاح الدنيا المتعبه
1,ياقلبي
1,يالله
1,خرج لمة البئر الى نور الجن فاضت روحك الطاهرة السماء رب أرحم أهل الأرض يارب اربط قلب الديه
1,المغرب الطفل فاة تعازینا الحارة لذوي ریان حقیقتا لحظات مؤلمة جدا سلام الله علی ریان اتقبل جسمانه الحبیب
0,الحقيقة تابع فتح الرابط
1,أخخ ياربي قلبي جعني الله يرحمه يارب يصبر قلب اهله عيلته طير طيور الجنه معقول أيام قلوبنا معه ربنا كتبله يموت ياربي الله يرحمه يغفرله
1,ابشروا بان الله سيعوض اهله خير بركه ذريه الله اكرم الاكرمين ارحم الراحمين
1,السلام سيدي مولاي ياابا عبدالله الحسين السلام صبرت فنعم عقب الدار لايوم كيومك ياابا عبدالله الله يرحمك ريان يصبر اهلك بحق محمد ال محمد
0,الطفل ريان ذمة الله شاهد اللحظات الاخيرة للطفل ريان الطفل ريان فاة ريان
1,الله يرحمه
1,الله يرحمه ياريت تساعدو بالهاشتاج الخاص بطفل سوري أنقذوا save
0,تحدثوا الطفل السوري المخطوف يتم تعذبيه يوم جلد تعذيب
0,جاء الذكركم تنسو اطفال سوريا جاء الذكركم تنسو اطفال فلسطين بورما ربي يرحمو يصبر اهلو
1,جاء ليذكركم أنكم أمة احدة رحل
1,ربنا يجعله طيرآ طيور الجنة
1,رحمك الله خصل نفسك انت الثوب الأبيض بلا خطايا الدنيا الزائلة
1,رحمك الله ريان لقد ابكيتنا حزنا اللهم الهم الديه اسرته الصبر السلوان انا لله انا اليه راجعون
1,رحمه الله أدخله فسيح جناته لله إليه راجعون
1,الله نظرات الدينه اقفين البير ينتظرونه فيهم حزن شديد يحاولون يتماسكون قدر المستطاع الله العالم الطفل متوفي إخراجه الله يجعلك شفيعا لوالديك ياريان تركت أثر كبير قلبي الله يخرجني شر يارب ياليت مقاطع الفيديو ماتنشرونها اتعبتنا فما بال اهله
1,شكرا ريان رحمة مغفرة لروحك الطاهرة ينام يتوقف التفكير فيك جعلك الله رمزا لقد جمعت الأديان الشعوب حول الحب التضامن
1,دائعك الله اللهم حسبهم عم الوكيل انقذوا تبرعوا انقذوا save
1,قال رسول الله مات لد العبد قال الله لملائكته قبضتم لد عبدي فيقولون فيقول قبضتم ثمرة فؤاده فيقولون فيقول فماذا قال عبدي فيقولون حمدك استرجع فيقول الله تعالى ابنوا لعبدي بيت الجنة سموه بيت الحمد رواه الترمذي
1,قدرتنا أننا حركنا الجبل قضاء الله نافذ معقب لحكمه رحم
1,حول قوة الا بالله مؤلم جدا ينتهي الحلم بكابوس نسأل الله يربط قلب أبويه
1,لاحول قوة الا بالله العلي العظيم اللهم اغفر ارحمه اسكنه الفردوس الاعلى
1,لاحوله لاقوة بالله انا لله انا اليه راجعون شكرا ريان فرحتنا بخروجك شكرا ريان حدت مشاعر الامه العربية
1,لريان الطفل اللهم اجعله فرطا ذخرا لوالديه شفيعا مجابا اللهم ثقل موازينها أعظم أجورهما ألحقه بصالح المؤمنين اجعله كفالة إبراهيم قه برحمتك عذاب الجحيم أبدله دارا خيرا داره خيرا أهله اللهم اغفر لاسلافنا أفراطنا سبقنا بالإيمان
1,داعا ريان تظل حيا قلوبنا تمنينا نفرح بيننا الله أحبك منا أختارك تكون طير طيور الجنة لله إليه راجعون شكرا لجميع الدول عبروا دعمهم مساندتهم الفاجعة ريان ريان
0,يخرج ريان الحفرة تبقى الأمة العربية حفرة أكبر اعمق شعاع ريان هوى دق نقوس الخطر لاتلفة أطفال سوريا العراق ليبيا اليمن انهكتهم الحروب الدمار جزاك الله ريان ان تترحم روحك الطاهرة الأمة العربية الاسلامية لله إليه راجعون
1,الله يرحمه اقسم بالله جاني شعورغريب احس شي تغير
1,محد دخل لاتظلم الناس طاح
0,جدا تعبان متأخر ازعاج فوضى شي متأخر شوي لحظات لحظات انتهت اللحظات
1,نزلوا أكل أكل شرب الله يطلعه بالسلامة الإنسان بعيش
1,اعتقد انه لعب او استغلال يمكن لاي شخص الاعلان فاته الوصول اليه فحصه التاكد فاته فقد تكون قلة حركته عبارة اغماء الله يرحمه يارب
1,فق الله طيب مكان ردودك شيء يفرحني الله
1,يمكن عشان اهله
0,صح الله
1,الله ينجيه بلطفه كرمه
1,الله يخرجه سالم معافى يارب
1,يااارب اخرجه سالما
1,اللحظة استئناف عملية الحفر باليد لإنقاذ الطفل ريان اللهم يسر تعسر
1,ايام بدون اكل شرب كافيه انها تخلي اي انسان جه الكره الارضيه يموت مابالك بطفل
1,آمين الله يفرح الديه بخروجه بالسلامة
1,آمين يارب
1,أتوقع حي لليوم المغرب او
1,شاءالله الفتره المتبقيه تمر بسيطه سهله يلطف بحاله يفرح قلوب أهله قلوبنا بطلوعه سالم معافى
1,قالو انه ماتحرك ظهر الخميس الأمل موجود
0,إعلامهم بريال أقسم بالله
1,لله إليه راجعون لله شيء عنده بأجل مسمى
1,اتمنى يخبرونا قت الوفاة ادعي ربي انه ماجلس ايام لانه يزيد الالم تعرف انه عايش ينتظر يطلع مات يطلعوه بوقت قصير حبيبي تعذب كثير اني تمنيت قلبي لآخر لحظه انه يطلع قيد الحياه الله يرحمه
0,اتوقع الطفل ماطلع قدرو يوصلولو مستحيل يعلنو الفشل بلوصول
1,اتوقع توفي ايام
1,اخيرن
1,استودعناه الله خير الحافظين
1,اصلا اضح انه يعيش الله يرحمه ايام مو سهله ابدا
0,اصلا اضح ماعاد ينزلون صور صاروا يتباطئون بالشغل
1,اعصابي تلفت اهله حبيبي اكيد تعب الارض يارب بشرنا بنجاته يااارب
0,اعلامهم غثيث اياد
1,عندهم مطر الله يستررررر
1,التلميح يوم قال الاب نريد ريان حي او ميت
1,الحمدلله انه مسؤول يعني ان شاءالله دقة الموضوع مو كلام الاعلاميين نقول يارررب يطلع سالم معافى
1,الحمدلله قضائه قدره جبر الله قلوب ذويه الهمهم الصبر السلوان انا لله انا اليه راجعون
1,الخبر حسيته مااطلوا بالاخبار الرسمية خروجه مدى إصابته وتأكدت عندي المخاوف شفت جه أمه بالتصريحات جه شااحب الله يكون بعونه يرربط قلبه
0,السؤال ليش اي صوره يوم الخميس تظهر اي صوره
1,السلطات كانت تعرف انه متوفي فترة أعلنت الخبر تحسبا لردة فعل الناس
1,الطفل ريان الى أرحم الديه الناس جميعا أرحم الراحمين
0,الطفل مات اللي استغل ضعه الايام اللي راحت بيقول قريت نشرت
0,الطفل متوفي البارحة الأقل تم التكتم إستغلال القضية طرف المخزن مهلك المخرب الم تسمعو لإعلام العبيد يمجد الملك حاشيته تاجرو بالقضية استغلو تضامن الشعوب العربية
1,الله اكريم يرده الى اهله سالم معافى انه شي قادر
1,الله كريم
1,الله كريم ان شاءالله تفرح امه يطلع بسلامه
1,الله يجزاك خير
1,الله يحفظه يسلمه ينجيه بكرمه رحمته
1,الله يحفظه يلطف بحاله حال الدته
1,الله يحفظه يارب يرده سالم لاهله
1,الله يحميه يرده لأهله سالم معافى
1,الله يخارجه يطلع سالم
0,الله يخرجه بالسلامه يصبر اهله الحفر ذمة حفرها المفروض يتحمل المسؤلية اغلاقها ردمها
1,الله يخليك إياد حسابك مؤثر أطلب الجميع يحذفون صوره مقاطعه داخل البئر
1,الله يرحمه
1,الله يرحمه
1,الله يرحمه جزاك الله خير اخ اياد
1,الله يرحمه يربط قلب ابوه امه يجعله شفيع رافع لموازين حسناتهم جزاء صبرهم اظن خوان يجب ان ننتبه لخطوره الابار المكشوفه سواء الارتوازيه الحديديه او الفديمه المحفوره باليد فيجب ملاحظتها اي مكان خاصتا المزارع المهجوره الابلاغ عنها فورا
1,الله يرحمه يصبر أهله يجعله شفيع
1,الله يرده سالم لاهله
1,الله يرده سالم يجبر قلب امه
1,الله يسمعنا خير يارب
1,الله يصبر اهله يعوضهم
0,الله يصلح الحال
1,الله يطلعه سالم معافى التجارب السابقه محبطه ينجو احد الله يربط قلب الديه
1,الله يعينه يحفظه يرده بالسلامه
1,الله يعينهم
1,الله يقر امه سالم معافى يااارب
1,اللهم آمين
1,اللهم اجبر قلب الديه اهله جميعا قلوبنا معهم بسلامته انك لطيف بعبادك شيء هين يسير
1,اللهم ارحم ضعفه أملنا الله كبير
1,اللهم امين
1,اللهم تمم فضلك باحسانك رده سالما غانما لاهله اكتب الاجر لمن يعمل لمن يدعو لكل شارك بشيء بسيط
1,اللهم رده الى أهله سالم معافى
1,اللهم فرج الأرض التربة أخرجه سالما معافا قر الديه برحمتك أرحم الراحمين
0,المخزن تاجر بقضيته استغلوها
1,المنطق يقول انه ميت يوم
1,الواقع يقول انه مستحيل يعيش كنا أمل
0,الوضع امس مريب صراحه الوفاه شكلها فعلا امس قالوا حركته ضعيه مرهق عشان الصدمه او عندهم امل انعاشه انه بغيبوبه او
1,اليوم قريت ان يطلعونه يسكرون الكاميرات البثوث لخصوصيته الله كنت حاس
0,امس قالو الفجر
0,امس قالوا الساعه الفجر
1,امس تصريح الدالطفل أريد ريان حي ميت
1,امين
1,امين يارب العالمين
1,ان شاء الله تعود
1,ان شاء الله يطلع باسرع قت
1,انا لله انا اليه راجعون كانت الاسباب فهذا يومه انكتب الله يرحمه يصبر اهله
0,انشرو الطفل فواز
0,اياد اتوقع انهم يدرون انه متوفي فترة بالقليله استغلال الحدث
0,اياد مدري مره قلت احس دي اقولك درينا مستحي منك
1,بإذن الله
1,بث مباشر الموضوع
0,بدينا حركات كانت طرف لساني
1,ايوه قال انو ريان اكل شرب امس
0,كانوا كاتبين ان امه او ابوه يبغون يشوفونه حي او ميت
1,بنتي ماراحت تنام الا خبر خروجه ستصدم علمت بخبر فاته تعاطف معه الكبير الصغير جعله الله جنته جبر مصاب الديه
1,تذكرت يوسف السلام رموه إخوته الجب صغير
0,تعاملهم غريب الموضوع
1,تعبنا حنا ماحنا اهله الله يربط قلوبهم
1,جاء ليذكركم أنكم أمة احدة رحل
1,جزاك الله خير
1,أهله قالوا نبغاه حي مي
1,الطبيب الي متواجد قال انه توقف التواصل فريق الانقاذ العصر ممكن صدق كانوا يعرفون فاته
0,حيموت الولد
1,خبر محززن جدا الله يصبر قلب الديه يصبر قلوبنا
0,خمسه ايام الحفر نعترض حكم الله تاخروا كثير
1,خير ماسويت جزاك الله خير
0,درينا
1,دعواتي الصادقه
1,ربنا كريم حليم اللهم أخرجه سالما غانما الديه
1,ريان جمع المسلمين العرب يستطع فعله قادة دول مشائخ المسلمين
0,زاحف
1,الله الطفل عنده
0,سقوط ريان اس تغل اعلاميا عارفين بخبر فاته
0,شكلك حاط التغريدة بالدرافت
1,صحيح اياد انا سمعت ان ريان توفي احدى القنوات
1,صدمة كبيرة بكيت كثير شلون الديه
1,طبيا صحيح يستطيع اي طبيب العالم تأكيد فاته إخراجه
1,طفل صغير مصاب أيام إرادة الله شي الله يجعله طير طيور الجنه
0,طيب اذا يلمحون ليش جابوا الام لقاء الاعلام اقسم بالله قذرين
1,طيب اليوم يقولون جابوا دكاتره يفحصونه كانه حي ميت ليش يسوون الله الواحد عوره قلبه أمل انه يكون حي
1,طيب صحته
0,طيب معقول تركوه بدون مايطلعونه كانت عملية اخراجه مجرد مسرحيه لأن ماشفنا صور خروجه عكس عادتهم الرقص الجثث
0,عجبهم الأكشن النفس البشرية لاجديد يسترزق الإعلام
1,سماعنا بعدم الاقتراب لوسائل الاعلام ابعادهم المكان بدأنا نشك ضع الطفل رحمه الله ألهم اهله الصبر السلوان لله اليه راجعون
1,الحوادث اللى زى دى عموما المفقود صلوش تغذيه انعاش ادويه ٤٨ ساعه بيدخل مرحله انهيار لأجهزه الجسم الداخليه تستمر لعده ساعات بعدها بيبقى نسبه نجاته اقل ١٠ طبقا لظروف بيئه المكان اللى
1,فرق الإنقاذ تخشى سقوط الأمطار اللهم أرجعه لأمه تقر عينها
0,جزئية الخبر تأكدت فاته
1,الله بعونهم
1,عندي امل كبير يعيش
1,كانت اضحه كنا متمسكين بالامل خصوصا مافيه مصدر موثوق أثبت او نفى انهم مد بالاكسجين الغذاء طفل عمره سنوات بدون اكل بدون اكسجين بير عمقه ٣٠ متر متأثر بجراحه نزيف براسه شيء متوقع رحمة الله الحمدلله قضاءه قدره
1,كثير
0,المشاهير يقولون هالكلام عشان يأكدون انهم قرئوا المشهد عارفين ان الطفل توفى فترة علشان نقول اخباركم مضربوه حتي الميت تتاجرون قضيته
1,كلنا قرأنا اليوم ايضا الشيء عندنا أمل
0,كلنا ندري انه ميت زمان ناس مصدقه انه عايش ايام
1,كنا متمسكين بالأمل حول قوة الا بالله
1,كنا متمسكين بالامل بالله
1,كنا متوقعين انه بيطلع ميت لدرجة انهم طولو بالحفر
1,كنت حاس امس بهالشي
0,كنت حاسه امس الظهر يوم يقولون ماله حركة قلت شكله مات بعدين العصر قالوا تحرك شكلهم كذبوا علينا
1,كنت حاسه لإنه مايقدر الشخص يعيش بدون سوائل لمدة اكثر ايام
1,كنت حاسه دخلوا اهله الله يجبرهم صمت الاعلام المغربي اقول احساس غلط الله يثبت اهله يصبرهم
1,كنت حاسه لنه مانشروا فيدوهات عنه تمنيت الله ياخذذ عمري يعطيه الحمدلله حال
1,لأن ماكان حركة شكوا انه ميت الله يكون بعون أهله
1,حول قوة الا بالله
1,لاحول قوة الا بالله
0,لانه خبر حزين يبون يتاجروا بهالحادثة
0,لسا ٤ساعات
0,للاسف القنوات الاخباريه ماتبي تخلي الناس تفقد الامل بكذا تستمر متابعة القناة متأملين بأنه عايش رحمة الله للأسف
1,لله لله
0,يومين يقولون متبقي ساعات
1,ليتهم معلنين انه ميت يطلع الله يربط قلب الديه
0,ليش مااعلنو ليش اعطو الناس امل اذا متأكدين فاته
1,ليه ماتقول عدم اعلان فاته تعاطف الديه استمر اخراجه
1,مانقول الا الله يرحمه يصبر اهله صراحه اتجهت الانظار حول الموضوع الاعلام تدخل العالم اهتم كثير شكوا انه حي فعلا لسى مامات ربنا يرحمه
0,مايحتاج تلميح اصلا ايام حفرة
1,متوقع بقي اللي ترتنا
1,مش قادر اتخيل طريقة الموت طفل ياربي دخيلك
0,مش الأفضل الاستعانة بدول الجوار كاسبانيا للمساعدة الله يرحمك ريان
0,معقولة الوقت بالحفر
0,امس يقولونه اعتقد ان الخبر صحيح
1,بداية اليوم الرابع اضح ضوح الشمس انه متوفي املنا كبير
1,يوم قلتها مابيعيش الا ماشاءالله الله يرحمه يصبر اهله
1,يومين مانزلو مقاطع دليل احد المقاطع اضح انه يصارع الموت نتمسك بالامل بكل الطرق
0,قضاء الله لكنهم تأخروا لحمايته الواقع ذبحوه تأخروا
1,تتوقع عشان صاروا ينزلون تصويره
0,اضح جدا ان الطفل توفي ساعات الغريب ليش التحفظ معطين امل للناس انه لسى عايش
1,اضح شي بديهي طفل يعيش الارض خمسه ايام
0,الله طولو
1,الله ملامه كثييييره جدا عليهم خلاص مانقدر ان نقول جعله الله شفيها لوالديه الله يصبر الديه اهله جميعا يعظم أجرهم
1,الله كنها شهر
1,تصريحه امه يومها تقول ابيه حي او ميت
1,روحي الله يرجعه لاهله يارببب
1,رب
1,رب متخوفين سقوط الأمطار يصعب الوصول الله يعينهم
1,رب رب رب
1,رب يصبر قلب اميمته كريم يجمعها بصحة عافيه يعجل بخروجة بالسلامه
1,ياااااااااااااارب
1,ياااارب الله يحفظه
1,يااارب
1,يااارب ياكريم ياقدوس يجبار افرحنا بخروجه سليم معافى طمن قلب الديه ذويه يارحمن يارحيم
1,ياارب يااارب يااارب تكتمل يارب العالمين سميع قريب مجيب
0,ياخي أرسلت بالخاص خليتن ارتاح
1,يارب
1,يارب يرجع سالم لأهله
1,يارب اربط قلب اهله يخرج سالم
