favorite_count	full_text	reply_count	retweet_count	predicted_class
0	"@AJELNEWS24 انا لله وانا اليه راجعون
احسن الله عزاءهم"	0	0	0
1	@AJELNEWS24 انا لله وانا اليه راجعون البقاء لله اللهم أجر أسرتهم واربط على قلوبهم وأحسن عزاءهم والهمهم الصبر والسلوان	0	0	0
0	@AJELNEWS24 الاحول ولاقوة الابالله الله يرحمهما ويلهم أهلهم وذويهم الصبر وسلوان	0	0	0
0	@AJELNEWS24 لاحول ولا قوه الا بالله الله يرحمهم ويغفر لهم ويصبر اهلهم	0	0	0
0	@AJELNEWS24 رحمهم الله واسكنهم فسيح جناته لابد من التوعيه	0	0	1
1	@AJELNEWS24 رحمهم الله واسكنهم فسيح جناته	0	0	1
0	@AJELNEWS24 امين	0	0	1
0	@AJELNEWS24 الله يقبلهم شهداء	0	0	1
0	"@AJELNEWS24 لا حول ولا قوة الا بالله العلي العظيم
انا لله وانا اليه راجعون
الله يرحمهم ويغفر لهم ويسكنهم فسيح جناته ويرحم موتانا وموتى المسلمين ويجعل قبورهم روضة من رياض الجنة يارب"	0	0	1
0	@AJELNEWS24 يالطيف الله يرحمهم ويغفرلهم ويجبر اهلهم	0	0	1
0	@AJELNEWS24 الله يرحمهم	0	0	0
0	@AJELNEWS24 انالله وانا اليه راجعون الله يرحمهم ويصبر ذويهم	0	0	1
0	@AJELNEWS24 الله يرحمهم ويغفرلهم ويسكنهم الفردوس الأعلى بأذن الله	0	0	0
0	@AJELNEWS24 انا لله وانا اليه راجعون رحمهم الله وصبر ذويهم	0	0	1
0	@AJELNEWS24 الله يرحمهم ويغفر لهم ويسكنهم فسيح جناته.	0	0	0
0	@AJELNEWS24 لا حول ولا قوة الا بالله اكيد مدمن او بعقله شي	0	0	1
0	@AJELNEWS24 لاحول الله ولا قوة الا بالله	0	0	1
0	@AJELNEWS24 اعوذ بالله	0	0	0
0	@AJELNEWS24 انا لله وان اليه راجعون طيب وش السبب	0	0	1
0	@AJELNEWS24 اكيد هذا من اعيال السوء عاد الام لو قالو يأخذكي الموت او ولدك راح تقول يآخذني الموت ولا ياخذ اعيالي	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الا بالله صدق البشر ذولا صاروا مب صاحين	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الابالله الله يرحمهم	0	0	1
0	"@AJELNEWS24 الله يرحمهم 
لا حول ولا قوه الا بالله"	0	0	1
0	@AJELNEWS24 لاحوّل ولا قوة الا بالله في مكة عندنا ؟؟ والله المخدرات مصيبه الله يخفيها من الوجود	0	0	1
0	@AJELNEWS24 لا حول ولا قوة الا بالله	0	0	1
0	@AJELNEWS24 اتذكر قبل سنوات ثلاث غرقوا في السيل ولدين وابوهم مع العلم كلهم يعرفون يسبحون / كان بينقذهم الله يرحمهم	0	0	1
0	@AJELNEWS24 الله يرحمهم ويصبر اهلهم ويجعلهم شفعاء لهم بأي دوله هالحادثه ؟؟	0	0	1
0	@AJELNEWS24 مدري عنهم ايش وداهم هناك !! لكن قدرهم الله يرحمهم ويصبر اهلهم	0	0	1
0	@AJELNEWS24 يالله لطفك بالقلوب..	0	0	1
0	"@AJELNEWS24 انا لله وانا اليه راجعون 
رحمهم الله وغفر لهم 
وأحسن الله عزاء أهلهم ورزقهم الصبر والسلوان"	0	0	0
0	@AJELNEWS24 ان لله وان اليه راجعون الله يرحمهم ويغفر لهم ويصبر اهلهم	0	0	1
0	@AJELNEWS24 إنا لله وانا اليه راجعون الله يغفرلهم و يصبر والديهم	0	0	0
0	@AJELNEWS24 الله يغفرلهم ويرحم ويكتبهم من الشهداء رب العالمين أنا لله وأنا إليه راجعون	0	0	1
0	@AJELNEWS24 بس في اليمن والسعودية تسمع مثل هاذي الأخبار وش السبب؟؟؟	0	0	1
0	@AJELNEWS24 ان شاء الله اخر فاجعه للمسلمين	0	0	1
2	"@AJELNEWS24 لاحول ولاقوة إلابالله ..
المخدرات وراء كل جريمة والعياذ بالله .."	0	1	1
1	@AJELNEWS24 لاحول ولا قوة الا بالله	0	0	1
7	"@AJELNEWS24 لاحول ولاقوة الا بالله العلي العظيم، 
إنا لله وانا إليه راجعون 
الله يغفرلها ويرحمها، 
زادت الفتن والمصائب 
هذي نتيجة البعد عن الدين والتفكك الاسري و #المخدرات نسأل الله الرحمه والسلامه والعافيه"	3	5	1
0	@hussam_alajlan @AJELNEWS24 ع طول حكمت انها مخدرات ماشالله عليك	5	0	1
1	@AJELNEWS24 لاحول ولا قوة الا بالله العلي العظيم وحسبي الله ونعم الوكيل الله يرحمهم ويغفر لهم يارب ، وش بقى من عمرها 80  وجاء مدمن قّتلها كله من الشبوو الله لايبلانا ، كثرت الحالات اللي مثل هذه والمفروض المدمن يسجن او ينقل لمستشفى امراض نفسية عشان مايجيب مصيبة	0	0	1
2	@AJELNEWS24 يالله اني في وجهك حمدلله اللذي عافيتنا مما ابتلو به	0	0	1
1	@AJELNEWS24 مايضبط الناس والمجتمع الا الرقابه الذاتيه اللي منبعها الخوف من الله وطلب رضاه	0	0	1
55	@AJELNEWS24 https://t.co/sfK1SzWk2p	2	31	1
0	"@AJELNEWS24 لا اله الا الله 
لاحول ولا قوة الا بالله"	1	0	1
1	@KhayatMRM @AJELNEWS24 المخدرات .. نسال الله اللطف ،،.	0	0	1
0	@AJELNEWS24 ماهو سبب عدم تسوير الممرات المائيه والوديان او عمل تصريف للمستنقعات اي وزارة البيئه اليست مسؤوله عن ذلك	0	0	1
0	@AJELNEWS24 الله يرحمهم	0	0	1
0	@AJELNEWS24 انا لله وانا اليه راجعون  الله اجعلهم من الأنبياء والصديقين والشهداء والصالحين يارب  الله يرحمهم ويغفر لهم ويسكنهم فسيح جناته	0	0	1
0	@AJELNEWS24 رحمهم الله.. شي محزن لاحول ولا قوة الا بالله	0	0	1
0	@AJELNEWS24 ياربي	0	0	1
0	@AJELNEWS24 لا حول ولا قوة الا بالله...رحمهم الله تعالى	0	0	1
0	@AJELNEWS24 أنا لله وإنا إليه راجعون لاحول ولاقوة الابالله العلي العظيم	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الابالله   اللهم اجعلهم مع الصديقين والشهداء والصالحين وحسن اولئك رفيقا. اللهم اجبر اهليهم جبرا انت اهله يارب لطفك	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الابالله العلي العظيم	0	0	1
0	@AJELNEWS24 نسأل الله لهم جميعًا الرحمة والمغفرة و لذويهم الصبر والسلوان أنا لله وانا اليه راجعون	0	0	1
5	"@AJELNEWS24 حسبنا الله ونعم الوكيل
نريد ان نرى قريبا قانون لمعاقبة المتعاطي مثل المروج لأنه خطرعلى المجتمع
مع التحية للنائب العام..."	0	3	1
8	@AJELNEWS24 انتبهوا من المخدرات وماده الشبو منتشره بكثره والمستعطي ماده الشبو لا تنصحه ولا تتفاصل معه له معامله خاصه ما يعرف ابوي واخوي امي انتبهوا وبارك الله فيكم	2	0	1
1	@TYDF6K5GxmPr0D4 @AJELNEWS24 شو هي مادة الشبو ممكن تحكي عنها اكثر	2	0	1
6	"@AJELNEWS24 الحمد لله الذي عافنا مما ابتلا به كثيرٌ من خلقه 
الحل بكل اختصار : اذا بدأ السلوك في الاضطراب والخروج عن المألوف عند الابناء فعليك المسارعة بابلاغ جهات الاختصاص ولا تأخذكم الرأفه والشفقه تجاههم حتى لا تكون النتيجة مؤلمه والعاقبه وخيمه"	3	0	1
0	@5Aziz_ @AJELNEWS24 من الجهة المختصة لهاذي الحالات	0	0	1
2	@AJELNEWS24 لا حول ولا قوة الا بالله  يارب نسألك السلامه     امه	1	1	1
0	@bc447733c9e84 @AJELNEWS24 يارب اشفي امه وعافها	0	0	1
0	"@AJELNEWS24 لا حول ولا قوة الا بالله

رحمهم الله رحمة واسعة

الله لا يبلانا"	1	0	1
0	@mokhrepashom @AJELNEWS24 والله صادق	0	0	0
2	@AJELNEWS24 لاحول ولاقوة الا بالله انا لله وانا اليه راجعون اللهم لاتؤاخذنا بذنوبنا ولا بالذي فعله السفهاؤ منا ياحليم	0	0	1
0	"@AJELNEWS24 إنا لله وإنا إليه راجعون 
نسأل الله اليقين والعفو والعافية بالدنيا والاخرة"	0	1	1
3	"@AJELNEWS24 حسبي الله ونعم الوكيل عليه
لا حول ولا قوة الا بالله العلي العظيم"	0	0	1
1	@AJELNEWS24 ياليل اخبار تويتر تجيب الاكتئاب ..	0	0	1
2	@AJELNEWS24 احمدوا الله على ماأنتم فيه من نعم.                  وإذا رأيتم مبتلى فقولوا الحمد لله الذي عفانا وفضلنا على كثير ممن خلق تفضيلا	0	0	1
6	"@AJELNEWS24 @sosoamodihotmai الله يرحمها ويغفر لها ويسكنها فسيح جناته صراحه جد شيء محزن نشوف شباب بالحارات تدور من اسباب المخدرات 
 ايش الحل معهم وهذا يرجع احيانا الى طمع الاهل باخذ المبلغ  اللي تصرفها الدوله  للامراض النفسيه لكن شيء محزن جدا  مصيبه ناس راحت باسبابهم"	0	2	0
12	"@AJELNEWS24 قام هذا الوافد ببث المقطع على واتس آب ""شركة لوندبيك"" بغرض السخرية واضحك من قانون رسوم المقيمين في #السعودية .. وهو متواجد حاليا في #جدة وعلى رأس العمل في الشركة!

https://t.co/lSKGcCXoSg"	8	15	1
9	@fahed7_1991 @AJELNEWS24 اللي مو عاجبه يرجع بلده ليش يقعد وينتقد يبون كل شي ببلاش حتى التيك توك مليان فيديوهات شحاذين ومعترضين	1	3	0
3	@AJELNEWS24 (حَتَّىٰ إِذَا بَلَغَ أَشُدَّهُ وَبَلَغَ أَرْبَعِينَ سَنَةً قَالَ رَبِّ أَوْزِعْنِي أَنْ أَشْكُرَ نِعْمَتَكَ الَّتِي أَنْعَمْتَ عَلَيَّ وَعَلَىٰ وَالِدَيَّ وَأَنْ أَعْمَلَ صَالِحًا تَرْضَاهُ وَأَصْلِحْ لِي فِي ذُرِّيَّتِي ۖ إِنِّي تُبْتُ إِلَيْكَ وَإِنِّي مِنَ الْمُسْلِمِينَ)	0	0	1
2	@AJELNEWS24 اللهم احفظنا بحفظه وكل عزيز	0	0	1
17	@AJELNEWS24 لاتنسوا قول https://t.co/PEpEQeRTg9	0	8	1
4	@AJELNEWS24 اعوذ بالله من غضب الله لاحول ولا قوة الا بالله ان الله وانا إليه راجعون •	0	0	1
7	@AJELNEWS24 قد نكون عايشين بين أفراد يعانون من عقد وأمراض نفسية و ماندري عنهم ولا عن صراعاتهم الداخلية	2	0	1
3	@AJELNEWS24 وبعدين مع ناقصي العقل والدين !!!!!!!	0	0	1
9	@AJELNEWS24 متعاطي المخدرات والمريض النفسي العدائي واجب وجوب تام عدم تواجدهم بمفردهم مع الأطفال والنساء ومن هم أضعف منه بدنيًا لتفادي حدوث مثل هذه الجرائم الله يرحمهم ويصبر أهلهم ويلطف بحالهم ويعافينا مما ابتلاهم ويبعد عن طريقنا الشر وأهله	1	0	1
4	@AJELNEWS24 ياعالم طبقو القصاص في المروجين هم أشد خطر على الوطن كل قضايا القتل تحصله متعاطي	0	0	1
2	@AJELNEWS24 أولا نسأل الله العفو والعافيه والستر وثانيا قد تكون هناك أسباب كثيرة لهذه الجريمة الشنعاء فنقول كل يوم اللهم سلم سلم	0	0	1
3	@AJELNEWS24 إنا لله وإنا إليه راجعون  ... الحمدلله الذي عافانا مما ابتلاهم به وفضلنا على كثير من خلقه تفضيلا... لابد من عمل دراسة حول هذه الظاهرة التي بدأت تتفشى في مجتمعنا بشكل ملفت... رحم الله الأم وغفر لها والخادمة إن كانت مسلمة.	0	0	1
16	@AJELNEWS24 يبلغ اربعين عام يعني بلغ اشده بدلاً من ان يقول ، رب اوزعني ان ان اشكر نعمتك التي انعمت علي وعلى والدي ،ببلوغه الأربعين أجهز على امه بعد ان بلغت الكبر ، قرأت الخبر اكثر من مره لعلي قرأته خطأ ولكن للأسف تبن انها حقيقه ؛لاحول ولا قوه الا بالله ،،،	5	0	1
2	"@AlkhananiH @AJELNEWS24 الحمدلله الذي عافانا مما ابتلاهم به و فضلنا على كثيرا من الخلق تفضيلا 
المخدرات وماتفعل نسأل الله السلامة"	0	0	1
3	@AJELNEWS24 يالله.  دموعي ماوقفت. اتخيل الأم في العمر وعجزها وضعفها تتنظر حد يساعدها تشرب الماء وتتنظر حد يستدها عشان توقف تلاقيه يقتلها يالله اكثر هالنهاية حزينة الام ماتت مرتين بنفس اللحظة من صدمتها في ابنها ومن اللي حصل لهايارب ترحمنا يالله	1	0	1
1	"@AJELNEWS24 لا حول ولا قوة الا بالله العلي العظيم .

الله يرحمها ويغفر لها و امهات المسلمين .."	0	0	1
1	"@AJELNEWS24 طيب كمل الخبر واعطنا سبب القتل ؟.
مستحيل واحد بكامل عقله يُقتل أحد والديه مستحيل .
لكن مُغيَّب الاقل بفعل فاعل كالمُخدرات أو مجنون فاقد العقل يمكن ."	0	0	1
1	@AJELNEWS24 لا حول ولا قوة الا بالله نسأل الله العفو والعافيه	0	0	1
1	@AJELNEWS24 لاحول ولا قوة إلا بالله العلي العظيم    الله يرحمهم ويغفرلهم	0	0	1
1	"@AJELNEWS24 لاحول ولاقوة الا بالله 
انالله وانا اليه راجعون"	0	0	1
1	@AJELNEWS24 لاحول ولاقوة الابالله والله انه خبر يدمي القلب ياربي رحمتك ياربي عفوك	0	0	1
1	@AJELNEWS24 الله يغفر لها ويرحمها ويعوضها بالجنةويصلح لنا النية والذرية	0	0	1
2	@AJELNEWS24 #إن الله أخبر أنه لا يصدر قتل المؤمن من المؤمن،وأن القتل من الكفر العملي،وذكر هنا وعيد القاتل عمدا، وعيدا ترجف له القلوب وتنصدع له الأفئدة، وتنزعج منه أولو العقول. فلم يرد في أنواع الكبائر أعظم من هذا الوعيد،بل ولا مثله.هذا خذلان من رب العباد.لامخدرات ولا شيطان.بل عقوق #وعصيان	0	2	1
1	@AJELNEWS24 لاحول ولا قوة إلا بالله  كثرت جرائم القتل نسأل الله السلامة ولا يبتلينا	2	0	1
0	@mnwaf043 @AJELNEWS24 أمين يارب	0	1	1
0	@AJELNEWS24 لا حول ولا قوة الا بالله العلي العظيم	1	0	1
1	"@AJELNEWS24 لاحول ولاقوة إلا بالله ..أمه كيف قلبه طاوعه
الله يرحمهم ويغفرلهم ويسكنهم فسيح جناته"	1	0	1
3	@i1_qg @AJELNEWS24 متعاطي ولا بالله واحد صاحي بيسويها	1	0	0
4	@AJELNEWS24 https://t.co/qp82sthV9q	0	2	1
0	@nnnllll123456 @AJELNEWS24 تأكدي من الحديث	0	0	1
1	@AJELNEWS24 لاحول ولا قوة إلا بالله هذا بسبب غياب العقل	0	0	1
1	@AJELNEWS24 الحمد لله الذي عافانا مما ابتلى به غيرنا اللهم تكفينا شر الاقدار وشر خلقك يالله يارب العالمين	0	0	0
2	@AJELNEWS24 اللهم لك الحمد الله لايبلاناء	1	0	1
0	@Abdulhamed_511 @AJELNEWS24 آمين يارب	0	0	1
0	@AJELNEWS24 لا حول ولا قوة الا بالله	0	0	0
0	@AJELNEWS24 لا حول ولا قوةً الا بالله. الحمدلله على العافيه و الله لا يبتلينا. مفروض اي احد يشك بتصرفات اي فرد من البيت يبلغ على طول بدون ما يعطي اعذار او ينتظر او يقول ازمه وتعدي.	0	0	0
0	@AJELNEWS24 نهاية المخدرات ، الله يرحمهم	0	0	1
0	@AJELNEWS24 لا حول ولا قوة الا بالله. واضح انها المخدرات	0	0	1
0	@AJELNEWS24 لا حول ولا قوة إلا بالله	0	0	1
0	@AJELNEWS24 أكيد مخدرات	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الابالله	0	0	1
0	@AJELNEWS24 اعوذ بالله	0	0	1
0	@AJELNEWS24 اعوذ بالله	0	0	1
0	"@AJELNEWS24 لاحول ولا قوة الا بالله
العالم اصبح مخيف"	0	0	1
5	@AJELNEWS24 اللهم سلم  اللهم سلم نعوذبالله من شر ماخلق وذرأ وبرأ ومن شر ماينزل من السماء  ومن شر ما يعرج فيها ومن شر مايلج في الارض ومن شر مايخرج منها ولا حول ولا قوة الا بالله  اللهم اجرهم في مصيبتهم واخلف لهم خير منها  ولنا ولجميع المسلمين يارب العالمين	0	5	1
1	@AJELNEWS24 الشخص هذا تم تدوين عدة محاضر سابقه عليه لقيامه بالعقوق والاعتداء المتكرر على والدته حسب مايقال السؤال هنا ليش يطلع ؟؟!!!	1	0	1
2	"@AJELNEWS24 المخدرات والامراض النفسيه إن لم يتم معالجتها سوف تتكرر هذه الحوادث،
المخدرات لعبت في الشباب والامراض النفسيه تحتاج تدخل مبكر حتى لا يصل الحال لمثل هذه الحوادث."	0	0	1
1	@AJELNEWS24 اكيد انه من اتباع عثمان الخميس	7	0	1
1	@yarjarab @AJELNEWS24 اكيد متعاطي الشبو ‍♂️‍♂️‍♂️	1	0	1
2	@AJELNEWS24 وراء هالجريمة شخص مدمن مخدرات واتحدى اذا كلامي غلط .	1	0	1
2	@AJELNEWS24 إن الشيطان لكم عدواً فاتخذوه عدواً	0	1	1
1	@AJELNEWS24 والله ان هذه الاحداث من حول كل من قرأ الخبر ، ماهي إلّا عبرة لمن يعتبر ، ليسأل الله السلامة في الدنيا وأن يستعيذ من فواجع القدر ، والأهم من ذلك التقرّب إلى الله بكافة أنواع الطاعات .. أسال الله يثبت عقولنا ولا يزيغ قلوبنا ولايفجعنا بقريب أو بعيد .. اللهم استرنا فوق الأرض وتحتها	0	0	0
0	@AJELNEWS24 الحمدلله الذي عافانا مما ابتلاهم به وفضلنا على كثير ممن خلق تفضيلا	0	1	1
0	"@AJELNEWS24 مثل هالاخبار تجيب الإكتئاب.
ودك محد يجيب لها طاري.
خلاص الجهات الأمنيه تقوم
بواجبها وتعاقب المخطأ.
شي يضيق الصدر وخبر
مو مهم اني اطلع عليه."	1	1	1
0	"@yassin2468 @AJELNEWS24 صادق المفروض اخبار مثل هذي ما تعلن في تويتر ..
 هم بالعكس يتسابقون على الاخبار والمناظر الي تضيق الصدر"	1	1	0
0	"@AJELNEWS24 لا حول ولا قوة إلا بالله العلي العظيم 

اللهم اصلح لنا ذرياتنا"	0	0	1
0	@AJELNEWS24 الله لايبلانا ولا يفجعنا	0	0	1
0	"@AJELNEWS24 ""حسبنا الله ونعم الوكيل"""	0	0	1
0	"@AJELNEWS24 لا إله إلا الله ..

الله يغفرلهم ويرحمهم ويسكنهم فسيح جناته وانا لله وانا اليه راجعون"	0	0	1
0	@AJELNEWS24 حسبي الله ونعم الوكيل	0	0	0
0	"@AJELNEWS24 الله يرحمهم ويتجاوز عنهم 

ولاحول ولاقوة إلا بالله العلي العظيم 

حسبي الله ونعم الوكيل"	0	0	1
0	@AJELNEWS24 لاحول ولا قوة الا بالله	0	0	1
0	@AJELNEWS24 حسبنا الله ونعم الوكيل	0	0	1
0	@AJELNEWS24 انا لله وانا اليه راجعون هذا ماهو بعقله	0	0	1
1	@AJELNEWS24 لم نسمع بهذه الجرايم من قبل ولاكن بعد دخول أصناف المخدرات الشبو والاستروكز متعاطيها لايعي مايفعل فانتبهو لاولادكم واحبابكم	0	0	1
0	@AJELNEWS24 لو قلت شخص افضل من كلمة مواطن لانه في الاخير بيطلع اجنبي او متجنس وكلمة شخص تركب على اي جنسية	1	0	1
1	@AJELNEWS24 لا حول ولاقوة الابالله العلي العظيم نسأل الله السلامه من مثل هذا الحوادث	0	0	1
1	@AJELNEWS24 لأحول ولأ قوة الأبـالله	0	0	1
1	"@AJELNEWS24 قال ﷺ:
إن بين يدي الساعة الهرج
قالوا:وما الهرج؟
قال:القتل
إنه ليس بقتلكم المشركين
ولكن قتل بعضكم بعضا
حتى يقتل الرجل جاره
ويقتل أخاه
ويقتل عمه
ويقتل ابن عمه
قالوا:ومعنا عقولنا يومئذ؟
قال:إنه لتنزع عقول أهل ذلك الزمان
ويخلف له هباء من الناس
يحسب أكثرهم أنهم على شيء
وليسوا على شيء"	0	0	1
0	"@AJELNEWS24 نسأل الله العفو والعافية 
جرائم مُفجعة فعلاً !!
ولعل كثير منها بسبب المخدرات أو الأمراض النفسية والبعد عن دين الله تعالى"	0	1	1
1	@AJELNEWS24 @UIEnZKqTtKzmH4E لا حول ولا قوة الا بالله	0	0	1
0	@AJELNEWS24 اهم شي لا تقولوا مدمن يرحم والديكم ..ويروح النفسيه ويسقط الحكم ..وتقولوا الدين يقول كذا ...لازم ينقص اليوم قبل بكره	1	0	1
0	@AJELNEWS24 https://t.co/5H5PACnw1w	0	1	1
1	@AJELNEWS24 يالله انا في وجهك من الفواجع والمصائب وسؤ الخاتمه  اللهي بسعه رحمتك ارحم والدته وخادمتها واحفظ من يعيش تحت تصرف الشباب بلا حول ولا قوه اهم من نساء واطفال	0	0	1
0	@AJELNEWS24 حسبي الله ونعم الوكيل	0	0	1
0	@AJELNEWS24 مستحيل !!	0	0	1
0	@AJELNEWS24 انها المخدرات	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الا بالله..	0	0	1
0	@AJELNEWS24 الله يرحمهم ويغفر لهم هي والخادمة ( لا حول ولا قوة الا بالله)	0	0	0
0	@AJELNEWS24 الله المستعان لاحول ولاقوة إلا بالله	0	0	1
0	@AJELNEWS24 انا لله وانا اليه راجعون ونسال الله السلامه ف الدين والبدن والثبات ع دينه الحق وسنة نبيه عليه الصلاة والسلام ، اذا مريتوا ع مثل هذه الاخبار فاسألوا الله السلامه والهدايه  فماذا بقي بعد الام ليقتل	0	0	0
0	@AJELNEWS24 80 سنه الله المستعان يالله سمعنا خير	0	0	1
0	@AJELNEWS24 الله يكفينا الشر لا حول ولا قوه الا ب الله. حسبنا الله ونعم الوكيل	0	0	1
0	@AJELNEWS24 لاحول ولاقوه الابالله. الله لايبلانا	0	0	1
0	@AJELNEWS24 بعض الاهل يكونوا سبب مزعج ربوا عيالكم على الحب والرحمة واذا ابنكم تعبان احتوه كوالدين وفروا له العلاج النفسي تثقفوا فيه عشان مايكون احد ضحية  المجتمع او سوا انتم او زوجته او ابناءه في المستقبل بعض الوالدين الله يهديهم ينتظرون بس البر طيب واجبكم وامانتكم عيالكم نسال الله السلامة	1	0	1
0	@AJELNEWS24 هذي كله البعد عن الله وقلت الصلاه بالمساجد	1	0	1
3	@AJELNEWS24 سبب كثر القتل من هذا النوع لاخراجهم الناس الي في المستشفيات النفسيه وكذالك الأمل لمعالجه المدمنين الي يحتاجون لعلاج مشدد لان الان أصبح مافيه خبره حقيقيه في المستشفيات واصبحو يطلعون ويدخلون على كيفهم الله المستعان الشوارع مليئه بناس المريضه الي كانت محبوسه في المستشفيات حسبي الله	1	0	0
2	@h1m_11 @AJELNEWS24 المحافظة على المرضى النفسيين واهل المخدرات وعلاجهم مسؤولية الجميع اهل المريض ووزارة الصحة والامن العام وجميع المجتمع بحيث لا يخرج المريض الا بعد الشفاء الكامل منعا من تعرضه للاذى اوتعريض غيره للاذى منه	2	0	1
1	"@AJELNEWS24 اللهم سلم.
الله يرحمهم ويغفر لهم ويسكنهم فسيح جناته.
يارب جنبنا وابنائنا وبناتنا والمسلمين شر الدنيا وفتنها واعصمنا من الفتن ما ظهر منها وما بطن واحفظنا بحفظك"	0	0	1
1	@AJELNEWS24 أكيد ماهو في عقلة	0	0	0
16	@AJELNEWS24 اللهم استودعك أبنائي وبناتي وذريتي اللهم استودعتك جميع جوارحهم وقلوبهم وعقولهم وجميع ما يملكون اللهم اكفهم المخدرات والمسكرات واصحابها بما شئت اللهم احفظهم وسخر لهم البلاد والعباد وسخرهم لفعل الخيرات وترك المنكرات أميين وصل اللهم وسلم على نبينا محمد وعلى اله وصحبه وسلم	7	5	0
0	@jojojojo05504 @AJELNEWS24 اللهم امين	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الاباالله العظيم	0	0	1
0	@AJELNEWS24 لاحول ولا قوة الا بالله العلي العظيم	0	0	1
0	"@AJELNEWS24 لا حول ولا قوة الا بالله
انا لله وانا اليه راجعون"	0	0	1
0	@AJELNEWS24 اعوذ بالله  المخدرات  مصيبه	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الا بالله العلي العظيم	0	0	1
0	@AJELNEWS24 اعووووذ بالله اعووذ بالله من قساوة القلب وين وصل بنا الحال !!!!!!	0	0	1
0	@AJELNEWS24 اللهم عافنا مما ابتلاه  و لاحول ولا قوة الا بالله	0	0	1
0	"@AJELNEWS24 إنا لله وإنا إليه راجعون
ولا حول ولا قوة الا بالله"	0	0	1
0	@AJELNEWS24 دراقز	0	0	0
0	"@AJELNEWS24 لاحول ولاقوة الا بالله 
لاحول ولاقوة الا بالله 
الله يرحمهم ويكفينا شر هالدنيا."	0	0	1
0	"@AJELNEWS24 تخليو بس حملت وتعبت وخافت ع ولدها وبالاخير يقتلها 
اللهم ارزقها الدرجات العلى من الجنة بغير حساب ولا سابق عذاب"	0	0	1
0	@AJELNEWS24 لاحول ولا قوة الا بالله العلي العظيم	0	0	1
0	@AJELNEWS24 أنا اتمنى ترجع أمي ولو دقيقه في الحياه وأنام عند قدميها وهذا يقتل أمه بدم بارد حتى ولو نفرض أن أمه ارتكبت فاحشه أو أنها معنفته او او ليس له الحق بقتلها حسب الشرع مانقول إلا حسبي الله عليه بس	0	0	1
0	"@AJELNEWS24 اكملو المعلومة
انه قد أفرج عنه عدة مرات بعد التحفظ عليه لعدم أتزانه...
إلى متى ويدفع الضحايا ثمن اختلال البعض...
ولماذا بنيت المصحات والسجون؟"	0	0	1
0	@AJELNEWS24 ٤٠ سنه رجل كبير بالعمر مو شاب طائش وش اللي خلاه يسوي كذا !	0	0	1
0	"@AJELNEWS24 نسأل الله العفو والعافية والمعافاة الدائمة 

الحمد الله الذي عافانا مما ابتلاهم به وفضلانا على كثيراً ممن خلق تفضيلا"	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الا بالله	0	0	1
0	@AJELNEWS24 لاحول ولاقوة الا بالله	0	0	1
0	@AJELNEWS24 ياساتر	0	0	1
1	@AJELNEWS24 لاحول ولاقوة الا بالله  الله يشفيه ويشفي مرضى المسلمين	0	0	0
1	"@AJELNEWS24 ""أمي ثم أمي ثم أمي ثم أبي""  لا حول ولا قوة الا بالله"	0	0	1
2	@AJELNEWS24 ممكن سببه المال والعطالة والغلاء	7	0	1
1	@abdlaziz1401 @AJELNEWS24 لو الفقر يخلي الواحد يقتل اهله كان ما شفت ٨٠٪ من سكان الكرة الارضيه عايشين حاليا   الا غير هالسالفه. ( يقولون الفقر يصنع الرجال ويحك معادنها )وافهم يا فهيم	0	0	1
3	@AJELNEWS24 متاكده 99% ان سبب القىَل عشان فلوس	11	0	1
0	@faxtti @AJELNEWS24 صح ممكن	0	0	1
1	"@AJELNEWS24 لا حول ولاقوة الابالله العلي العظيم 
اللهم اهدي شباب المسلمين 
انا الله وانا اليه راجعون"	0	0	1
1	@AJELNEWS24 من المفترض مثل هذه الأخبار لاتنقل ...!	0	0	1
1	@AJELNEWS24 لا الله الا لله الله يرحمهم ويغفر لهم ويوسع مدخلهم  ما ادري وش اقول بس حسبي الله ونعم والوكيل فيك	0	0	1
1	@AJELNEWS24 أخي الغالي معظم هذه الجرائم بسبب ماده الشبو  انتشرت بشكل مريب ومقلق لابد من حمله توعوية ومزيد من الشفافية ولابد لمنابر الحرمين والمنابر الأخرى مناقشتها وبث الوعي لشباب الامه الحمله شرسة ضد بلادنا ولابد من حمله مضادة سكوتنا عن شي موجود ومنتشر خطاء جسيم	0	0	1
2188	"في حادثة مروِّعة ومؤلمة ..

مواطن يقتل زوجته أمام طفليها بطلق ناري من مسدسٍ، عصر أول أيام عيد الفطر بمحافظة رجال ألمع؛ على إثر خلاف بينهما. (سبق)
.

.
السعودية"	1791	653	1
11	@AJELNEWS24 لا حول ولا قوة إلا بالله ، البعد عن الله وضغوط الحياة أو تعاطى شيء معين	0	0	1
95	@AJELNEWS24 مفروض المتزوجين لهم فحص مخدرات مفاجئ	16	7	0
